Brand,Fuel_Type,Transmission,Seller_Type,Year,Km_Driven,Mileage_kmpl,Engine_CC,Seats,Owner_Count,Selling_Price_Lakhs
Mahindra,Diesel,Manual,Individual,2018,188758,12.7,1200,5,1,0.5
Tata,Diesel,Manual,Individual,2017,160867,26.7,3000,5,2,0.5
Tata,Diesel,Manual,Individual,2019,194898,26.2,1000,5,2,0.5
Tata,Petrol,Manual,Individual,2013,73774,27.6,1500,5,1,0.5
Honda,Diesel,Manual,Individual,2007,144585,28.1,2000,5,3,0.5
Tata,Petrol,Manual,Individual,2017,73274,19.2,1200,5,2,0.5
Kia,Diesel,Automatic,Individual,2017,75472,23.0,1800,8,1,1.19
Mercedes,Electric,Manual,Individual,2013,39604,21.6,1800,5,1,5.27
Mercedes,Diesel,Manual,Dealer,2022,72104,14.8,1000,6,4,3.19
Hyundai,Petrol,Manual,Dealer,2009,113818,14.2,2000,5,2,0.5
Ford,CNG,Manual,Dealer,2015,101396,15.5,1800,5,2,0.5
Maruti,Petrol,Manual,Individual,2006,182887,12.8,2500,5,3,0.5
Audi,Petrol,Manual,Individual,2021,9720,24.7,1200,5,1,5.17
Maruti,Petrol,Manual,Trustmark Dealer,2024,45725,29.2,1500,5,2,0.5
Ford,Petrol,Manual,Dealer,2008,48923,27.1,1500,5,3,0.5
Audi,Diesel,Manual,Dealer,2022,44293,12.8,1800,5,1,4.15
Honda,Diesel,Manual,Dealer,2024,35029,9.1,800,4,2,0.92
Toyota,Electric,Automatic,Dealer,2012,197986,24.7,800,5,1,0.5
Honda,Diesel,Manual,Individual,2023,31585,16.6,2000,5,2,1.77
Maruti,Diesel,Manual,Dealer,2016,63271,26.1,3000,5,2,0.5
Maruti,Petrol,Manual,Individual,2015,193445,25.1,800,6,1,0.5
Audi,Petrol,Manual,Individual,2020,159970,21.8,1800,6,1,0.5
Audi,Diesel,Manual,Dealer,2009,28449,13.6,3000,5,1,3.22
Ford,Petrol,Manual,Trustmark Dealer,2007,142809,10.3,1800,5,2,0.5
Tata,CNG,Automatic,Dealer,2016,40308,13.6,1800,5,2,0.5
Honda,Petrol,Manual,Dealer,2019,128374,19.2,2500,5,3,0.5
Audi,Petrol,Manual,Trustmark Dealer,2020,62175,29.5,3000,8,1,4.23
Volkswagen,Petrol,Automatic,Trustmark Dealer,2017,34059,9.4,1200,5,3,0.5
Ford,Petrol,Automatic,Dealer,2011,161520,12.4,3000,8,1,0.5
Kia,Petrol,Manual,Dealer,2019,155780,21.8,800,8,1,0.5
Maruti,Diesel,Manual,Dealer,2007,87549,14.7,1000,5,1,0.5
Ford,Petrol,Manual,Dealer,2016,139058,26.9,2000,5,3,0.5
Honda,Diesel,Manual,Trustmark Dealer,2012,127767,11.1,1200,7,1,0.5
Audi,Petrol,Manual,Individual,2016,57934,29.2,2000,5,1,2.48
Maruti,Petrol,Manual,Dealer,2022,142557,28.1,2000,5,1,0.5
Toyota,Petrol,Automatic,Trustmark Dealer,2007,125094,27.5,1200,5,2,0.5
Ford,CNG,Manual,Dealer,2016,123156,11.8,1800,5,3,0.5
Mahindra,Petrol,Manual,Dealer,2006,94064,15.2,3000,5,2,0.5
Maruti,Diesel,Manual,Trustmark Dealer,2018,16772,25.7,1800,5,1,1.28
Honda,Petrol,Automatic,Individual,2018,148603,25.8,1200,5,4,0.5
Hyundai,Diesel,Manual,Individual,2008,62564,23.5,1800,8,4,0.5
Volkswagen,Petrol,Automatic,Individual,2021,43635,17.9,800,5,1,1.41
BMW,Diesel,Manual,Individual,2019,161991,14.9,1200,5,2,0.5
Tata,Diesel,Manual,Dealer,2020,158972,29.2,2500,5,1,0.5
BMW,Electric,Manual,Individual,2009,42394,11.1,2500,5,2,2.71
Honda,Petrol,Manual,Trustmark Dealer,2021,40030,9.0,2000,5,2,0.5
Kia,Petrol,Manual,Dealer,2011,72950,8.2,2500,6,1,0.5
Kia,Petrol,Manual,Individual,2019,151631,25.1,1200,5,4,0.5
Hyundai,CNG,Manual,Dealer,2021,163629,9.2,2500,7,1,0.5
Tata,Diesel,Automatic,Dealer,2016,174080,19.9,1200,6,2,0.5
Mahindra,Diesel,Manual,Individual,2015,150125,16.1,1800,5,3,0.5
Hyundai,Petrol,Manual,Dealer,2023,177889,11.2,2500,5,1,0.5
Mercedes,Petrol,Manual,Individual,2015,108426,24.3,3000,5,1,2.23
BMW,Petrol,Automatic,Dealer,2006,141065,9.2,1200,5,1,0.5
Hyundai,Electric,Automatic,Trustmark Dealer,2019,128652,15.0,3000,5,2,0.5
BMW,Diesel,Manual,Dealer,2009,184453,20.4,3000,4,3,0.5
Maruti,Electric,Manual,Dealer,2022,18515,16.9,1000,7,1,3.3
Kia,Petrol,Manual,Dealer,2020,112301,13.7,1000,5,1,0.5
Maruti,Diesel,Automatic,Trustmark Dealer,2008,152407,28.4,800,6,1,0.5
Volkswagen,Diesel,Automatic,Individual,2014,63724,28.5,1200,5,2,0.5
Mercedes,Petrol,Manual,Individual,2006,7175,17.2,2500,6,2,3.36
Tata,CNG,Manual,Dealer,2019,7405,16.7,3000,5,1,1.65
Mahindra,Electric,Manual,Dealer,2008,57515,14.8,1200,7,1,0.5
BMW,CNG,Manual,Dealer,2020,12341,26.8,3000,5,1,6.79
Mahindra,Diesel,Automatic,Individual,2011,160356,20.5,2000,5,1,0.5
BMW,Petrol,Manual,Dealer,2016,164074,10.0,1800,5,1,0.5
Honda,Petrol,Manual,Trustmark Dealer,2007,196524,26.8,2000,7,1,0.5
Hyundai,Electric,Automatic,Individual,2021,194749,19.8,2500,5,2,0.5
Volkswagen,Petrol,Automatic,Dealer,2013,96796,17.1,1500,8,1,0.5
Kia,Diesel,Manual,Dealer,2012,114460,15.4,2000,5,1,0.5
Audi,Diesel,Automatic,Individual,2010,86499,10.2,2500,5,2,0.5
BMW,Diesel,Manual,Dealer,2019,88525,29.0,1500,5,3,2.51
Mahindra,Electric,Automatic,Dealer,2014,198619,24.3,2500,5,2,0.5
Volkswagen,Petrol,Automatic,Dealer,2010,155013,10.9,1200,6,1,0.5
Toyota,Petrol,Manual,Individual,2019,161091,19.2,800,5,4,0.5
Toyota,Petrol,Automatic,Individual,2018,151851,20.2,1000,5,1,0.5
Maruti,Petrol,Automatic,Dealer,2023,23426,11.7,1200,5,1,1.91
Kia,Petrol,Manual,Dealer,2017,198740,17.4,1200,5,3,0.5
Audi,Petrol,Manual,Dealer,2018,166255,22.2,800,5,2,0.5
Honda,CNG,Automatic,Individual,2007,40927,14.2,800,5,2,0.5
Mahindra,Electric,Manual,Dealer,2008,11395,15.3,1500,5,1,0.97
Audi,Petrol,Manual,Dealer,2018,142046,10.7,2500,5,1,0.5
Hyundai,Petrol,Automatic,Trustmark Dealer,2018,10150,17.1,1200,6,1,2.74
Hyundai,Electric,Automatic,Trustmark Dealer,2012,82668,20.8,2500,5,1,0.5
Mahindra,Petrol,Manual,Trustmark Dealer,2014,54572,10.6,1200,5,1,0.5
Tata,Petrol,Manual,Individual,2013,178883,21.5,1800,5,1,0.5
Honda,Petrol,Manual,Dealer,2018,89028,16.8,1000,5,1,0.5
Volkswagen,Diesel,Manual,Dealer,2012,59497,22.9,1800,5,2,0.5
BMW,Petrol,Manual,Dealer,2015,107300,14.9,3000,5,3,0.5
Tata,Electric,Automatic,Dealer,2014,27466,20.5,1800,7,2,2.28
BMW,Petrol,Manual,Trustmark Dealer,2022,14550,21.5,1000,5,2,5.52
BMW,Diesel,Manual,Individual,2008,58062,23.2,1200,5,1,1.34
Tata,Petrol,Manual,Individual,2008,40394,24.7,1500,5,1,0.5
Maruti,Diesel,Automatic,Dealer,2016,196103,11.0,3000,5,1,0.5
Toyota,Diesel,Manual,Trustmark Dealer,2022,197622,29.2,2500,7,1,0.5
BMW,Diesel,Manual,Individual,2012,103794,26.6,1000,5,2,0.5
Tata,Diesel,Manual,Dealer,2007,145559,20.4,800,7,3,0.5
Tata,Diesel,Manual,Trustmark Dealer,2022,60084,27.6,1200,5,3,0.5
Mercedes,Electric,Manual,Dealer,2011,80809,16.4,1000,7,1,3.38
Audi,CNG,Manual,Dealer,2005,167003,8.8,1000,5,3,0.5
Ford,Diesel,Manual,Individual,2017,90291,24.0,2000,5,1,0.5
Maruti,Petrol,Manual,Individual,2007,84220,28.8,2500,5,1,0.5
Kia,Petrol,Manual,Dealer,2007,16366,11.6,1000,6,1,0.5
Ford,Petrol,Manual,Dealer,2019,125525,22.2,3000,7,2,0.5
Audi,Diesel,Manual,Trustmark Dealer,2023,167935,25.9,1500,5,2,0.5
Audi,Petrol,Manual,Individual,2008,164401,27.9,1800,7,1,0.5
Audi,Petrol,Manual,Individual,2017,108293,14.1,1800,7,1,0.5
Ford,CNG,Manual,Dealer,2017,68818,10.8,2000,5,1,0.5
Mahindra,CNG,Automatic,Dealer,2019,115325,13.5,1000,5,1,0.5
Toyota,Electric,Manual,Dealer,2023,191195,20.7,1000,5,4,0.5
Tata,Petrol,Manual,Dealer,2020,177443,28.2,1800,7,4,0.5
Toyota,Diesel,Manual,Dealer,2011,194838,20.8,1500,5,4,0.5
Honda,Petrol,Automatic,Dealer,2007,65325,28.2,3000,5,1,0.5
Mahindra,Petrol,Automatic,Individual,2024,176313,24.9,1200,7,1,0.5
Kia,Petrol,Manual,Dealer,2006,6676,21.2,1800,5,4,0.5
Toyota,Petrol,Manual,Individual,2022,111094,8.5,1000,7,4,0.5
Hyundai,Petrol,Manual,Dealer,2015,141354,15.3,1500,4,1,0.5
Audi,CNG,Manual,Dealer,2005,31222,9.3,2500,7,2,1.7
BMW,Petrol,Manual,Dealer,2020,197375,15.1,1500,5,1,0.5
Honda,Diesel,Automatic,Dealer,2021,18376,9.4,2500,5,3,2.47
Maruti,Diesel,Manual,Dealer,2020,14431,11.7,2000,5,1,1.29
Kia,Petrol,Automatic,Trustmark Dealer,2014,38370,17.0,1000,7,3,0.5
Honda,Diesel,Manual,Individual,2021,138009,19.3,3000,5,1,0.5
Audi,Petrol,Automatic,Dealer,2007,160673,12.8,800,5,2,0.5
BMW,Diesel,Automatic,Dealer,2022,110116,24.1,1500,5,1,3.97
Mahindra,Petrol,Manual,Individual,2023,6067,21.0,1800,7,1,2.82
BMW,Petrol,Manual,Individual,2018,83937,23.2,3000,5,1,3.6
Ford,Petrol,Manual,Dealer,2006,108556,24.1,800,5,2,0.5
BMW,Diesel,Manual,Individual,2016,149544,24.0,2000,7,1,0.5
Ford,Electric,Manual,Individual,2015,191087,28.6,1200,7,2,0.5
Mahindra,Petrol,Manual,Individual,2021,169219,13.2,1800,5,1,0.5
Volkswagen,Diesel,Manual,Individual,2010,96396,13.9,2000,5,1,0.5
Audi,Diesel,Automatic,Trustmark Dealer,2023,59654,10.1,2500,5,2,4.21
Ford,Electric,Manual,Trustmark Dealer,2017,197880,21.0,2000,7,1,0.5
Maruti,CNG,Automatic,Dealer,2011,188406,16.7,2000,7,4,0.5
BMW,Diesel,Manual,Individual,2015,141268,18.9,1000,7,2,0.5
BMW,Diesel,Automatic,Individual,2011,195672,11.7,800,6,2,0.5
Maruti,CNG,Manual,Individual,2017,35593,22.3,2000,5,1,0.5
Hyundai,Petrol,Manual,Trustmark Dealer,2017,115423,21.6,2000,5,1,0.5
Tata,Petrol,Automatic,Dealer,2005,70059,13.8,2000,5,4,0.5
Volkswagen,Petrol,Manual,Dealer,2023,112041,18.2,1800,5,1,0.5
Kia,CNG,Automatic,Dealer,2023,49401,27.7,3000,8,3,2.77
Ford,CNG,Manual,Dealer,2019,36593,25.0,2000,5,1,0.86
Maruti,Petrol,Manual,Dealer,2018,146533,13.0,1500,8,1,0.5
Mahindra,Diesel,Manual,Individual,2007,98220,27.3,1000,7,2,0.5
Ford,Diesel,Automatic,Dealer,2024,40690,9.5,800,7,3,1.5
Tata,Petrol,Manual,Individual,2008,100360,17.1,1500,5,1,0.5
Mahindra,Electric,Automatic,Individual,2011,73923,9.8,2000,5,1,0.5
Honda,Petrol,Automatic,Dealer,2005,26826,28.3,3000,5,2,0.5
Audi,Petrol,Manual,Dealer,2023,125240,8.9,2500,5,1,0.52
BMW,Diesel,Manual,Individual,2007,150625,11.3,3000,4,1,0.5
Honda,Diesel,Automatic,Individual,2024,58165,28.1,1000,4,1,2.57
Ford,Petrol,Manual,Trustmark Dealer,2019,62454,20.8,3000,5,2,0.5
Tata,Diesel,Manual,Trustmark Dealer,2017,11959,25.5,1000,7,2,1.44
Volkswagen,Diesel,Manual,Trustmark Dealer,2018,47715,8.4,3000,7,4,0.5
Audi,Petrol,Manual,Individual,2011,165451,17.2,3000,5,1,0.5
Ford,Petrol,Manual,Trustmark Dealer,2005,158746,29.7,800,8,1,0.5
Maruti,Diesel,Manual,Individual,2017,145631,20.8,800,5,1,0.5
Toyota,Petrol,Automatic,Trustmark Dealer,2008,37252,26.7,3000,6,1,0.85
Ford,Electric,Manual,Dealer,2016,31104,29.2,800,5,1,1.81
Audi,CNG,Manual,Trustmark Dealer,2011,136623,23.1,1800,6,2,0.5
BMW,Electric,Automatic,Dealer,2006,70669,15.2,2500,6,1,2.66
BMW,Petrol,Automatic,Individual,2021,142679,14.8,1000,5,2,0.5
Ford,Electric,Automatic,Dealer,2005,81639,9.6,2000,5,4,0.5
Mahindra,Petrol,Manual,Dealer,2018,47973,17.4,1200,7,3,0.5
Toyota,Petrol,Automatic,Dealer,2005,131142,28.1,1500,8,1,0.5
Maruti,Petrol,Manual,Dealer,2007,165930,18.5,800,7,1,0.5
Ford,Petrol,Manual,Dealer,2015,175439,28.0,1000,5,1,0.5
Mahindra,Diesel,Manual,Individual,2011,104364,26.0,2500,5,3,0.5
BMW,Diesel,Manual,Dealer,2013,195923,29.7,2000,5,4,0.5
BMW,Petrol,Automatic,Dealer,2007,61536,28.8,1500,6,3,1.9
Tata,Diesel,Manual,Dealer,2005,84584,23.5,1200,7,2,0.5
Ford,Petrol,Automatic,Individual,2023,100959,27.2,1500,5,1,0.5
Toyota,Diesel,Automatic,Dealer,2006,154642,24.5,3000,8,4,0.5
Hyundai,Petrol,Manual,Dealer,2009,172010,23.5,1200,5,3,0.5
Toyota,CNG,Manual,Dealer,2021,102216,23.7,2000,5,3,0.5
BMW,CNG,Manual,Individual,2023,187870,23.9,800,5,1,0.5
BMW,Diesel,Manual,Dealer,2009,120283,16.3,1800,5,1,0.5
Honda,Petrol,Manual,Dealer,2018,107410,17.3,1200,5,1,0.5
BMW,Petrol,Automatic,Dealer,2014,195790,14.5,800,5,3,0.5
Maruti,CNG,Manual,Trustmark Dealer,2011,191041,11.3,1500,5,3,0.5
Kia,Petrol,Manual,Dealer,2012,50820,18.1,2000,6,1,0.5
Ford,Petrol,Automatic,Individual,2012,103235,27.8,2500,5,2,0.5
Toyota,Petrol,Manual,Dealer,2011,169290,22.3,1500,5,1,0.5
Kia,Diesel,Automatic,Dealer,2017,14990,9.2,1500,5,1,1.19
Mahindra,Diesel,Manual,Dealer,2018,17778,25.8,2000,5,1,2.09
Hyundai,CNG,Manual,Dealer,2023,176212,28.6,2000,8,1,0.5
Maruti,Petrol,Manual,Dealer,2015,105196,26.2,1800,5,1,0.5
Audi,Petrol,Manual,Dealer,2006,92448,24.0,1000,5,1,0.5
Mercedes,CNG,Manual,Dealer,2021,187678,11.3,1200,5,2,0.5
Toyota,CNG,Automatic,Individual,2010,97334,15.7,2500,7,1,0.5
Kia,Petrol,Manual,Trustmark Dealer,2013,80012,20.4,2000,5,3,0.5
Audi,Diesel,Automatic,Dealer,2023,64871,9.7,1000,5,2,3.46
Hyundai,Petrol,Manual,Individual,2009,121445,10.3,1500,6,2,0.5
Honda,Electric,Manual,Trustmark Dealer,2013,165012,28.6,2500,4,3,0.5
Audi,Petrol,Manual,Individual,2011,93873,23.5,1800,4,1,0.5
Maruti,Electric,Automatic,Dealer,2008,34590,14.1,3000,5,1,1.84
Maruti,Diesel,Manual,Individual,2022,187589,15.2,3000,6,1,0.5
Honda,Diesel,Manual,Dealer,2022,72145,16.5,800,7,1,0.59
Mercedes,Petrol,Automatic,Individual,2024,165369,9.7,1800,5,1,1.19
Ford,Diesel,Manual,Dealer,2021,163938,24.3,2000,5,2,0.5
Audi,Petrol,Automatic,Dealer,2008,126909,11.9,1000,5,2,0.5
Honda,Petrol,Manual,Dealer,2020,38991,25.7,1500,7,1,1.28
Maruti,Diesel,Automatic,Dealer,2009,6907,26.6,2500,5,1,2.12
Maruti,Electric,Automatic,Individual,2013,162010,22.0,2500,5,1,0.5
Kia,Diesel,Automatic,Dealer,2006,81479,24.9,3000,5,1,0.5
BMW,Diesel,Manual,Individual,2006,141882,11.8,2500,7,2,0.5
Mercedes,Petrol,Manual,Dealer,2008,60600,20.7,1200,5,1,1.27
Audi,Petrol,Automatic,Dealer,2024,63612,22.9,1800,5,3,4.05
Audi,Petrol,Manual,Individual,2024,42705,22.6,1000,5,2,4.38
Hyundai,Diesel,Manual,Trustmark Dealer,2021,22615,10.6,1000,7,1,1.76
Honda,Electric,Automatic,Dealer,2024,80475,15.6,3000,8,1,3.26
Hyundai,Diesel,Manual,Dealer,2023,114054,15.2,800,5,1,0.5
Honda,Petrol,Manual,Trustmark Dealer,2007,100490,20.6,1200,5,3,0.5
Mahindra,Petrol,Manual,Dealer,2009,71273,24.8,3000,5,4,0.5
Maruti,Diesel,Manual,Trustmark Dealer,2014,91356,20.6,3000,5,1,0.5
BMW,Petrol,Manual,Individual,2010,53703,24.6,2500,5,2,2.11
Kia,CNG,Automatic,Dealer,2007,113447,10.2,1000,5,1,0.5
BMW,CNG,Manual,Dealer,2021,195197,27.3,1200,6,1,0.5
BMW,Diesel,Automatic,Dealer,2014,185753,19.8,1500,5,2,0.5
BMW,Petrol,Automatic,Dealer,2016,37567,8.8,2000,7,4,3.4
Hyundai,Petrol,Automatic,Trustmark Dealer,2005,9418,22.2,3000,6,1,0.5
Honda,Petrol,Manual,Individual,2022,47164,19.4,1800,5,1,0.62
Volkswagen,Petrol,Automatic,Individual,2023,6986,12.8,1000,5,2,2.51
Mahindra,Petrol,Manual,Individual,2024,43593,24.8,1500,7,3,0.94
Toyota,Diesel,Manual,Dealer,2008,38983,28.5,3000,7,2,0.5
BMW,Diesel,Automatic,Individual,2019,117194,15.1,800,5,1,1.03
Ford,Petrol,Manual,Dealer,2013,168061,18.9,1200,5,4,0.5
Hyundai,Petrol,Automatic,Individual,2010,103548,10.8,2000,7,4,0.5
Mercedes,Petrol,Manual,Dealer,2016,130605,28.5,3000,5,2,0.51
Kia,Petrol,Automatic,Individual,2022,51887,15.0,3000,4,3,0.85
Toyota,CNG,Manual,Trustmark Dealer,2019,159514,12.3,3000,8,2,0.5
Volkswagen,Petrol,Automatic,Dealer,2023,16243,18.5,1500,7,1,2.91
Ford,Petrol,Manual,Dealer,2013,5132,9.0,1200,5,1,0.52
Volkswagen,Petrol,Manual,Individual,2017,151628,13.6,2500,4,2,0.5
Toyota,CNG,Manual,Dealer,2020,69397,9.5,2500,5,4,0.5
BMW,Diesel,Manual,Individual,2017,88290,10.8,2000,5,3,1.15
Ford,Petrol,Manual,Trustmark Dealer,2005,195512,10.5,1200,7,1,0.5
Volkswagen,Diesel,Manual,Dealer,2022,169927,27.2,1000,5,1,0.5
Kia,Diesel,Manual,Dealer,2007,14839,28.5,1200,8,3,0.5
Honda,Electric,Manual,Individual,2021,195136,18.4,1500,5,2,0.5
Maruti,Petrol,Manual,Dealer,2009,179292,21.9,800,5,1,0.5
Honda,CNG,Automatic,Dealer,2010,84364,23.3,1000,5,2,0.5
Toyota,Electric,Automatic,Trustmark Dealer,2021,177150,16.6,1800,5,1,0.5
Hyundai,Electric,Automatic,Individual,2021,130688,16.1,800,6,3,0.5
Maruti,Diesel,Automatic,Dealer,2005,71430,22.9,3000,6,3,0.5
Mahindra,Diesel,Manual,Dealer,2011,6265,16.3,1500,5,4,0.5
Kia,Petrol,Manual,Individual,2020,158879,20.8,1000,7,1,0.5
Mahindra,Diesel,Manual,Individual,2009,185586,19.3,2000,5,3,0.5
Ford,Diesel,Automatic,Individual,2020,192388,19.5,2000,5,2,0.5
Audi,Diesel,Automatic,Dealer,2008,80501,26.2,1200,5,1,2.09
Maruti,Petrol,Manual,Trustmark Dealer,2015,69817,23.5,2500,5,1,0.5
Mahindra,Diesel,Manual,Individual,2018,100948,29.1,800,5,3,0.5
Mahindra,CNG,Manual,Individual,2017,168301,25.4,1000,5,2,0.5
Volkswagen,Petrol,Manual,Individual,2012,168820,11.2,1800,5,1,0.5
Honda,CNG,Manual,Dealer,2024,177345,24.2,2500,5,4,0.5
Volkswagen,Diesel,Manual,Trustmark Dealer,2019,59784,22.6,1800,5,1,0.5
Maruti,CNG,Automatic,Dealer,2022,154162,22.2,1800,5,3,0.5
Maruti,Petrol,Manual,Dealer,2011,149446,18.6,2000,5,2,0.5
Toyota,Petrol,Automatic,Individual,2023,132247,9.4,1000,6,2,0.5
Volkswagen,Electric,Automatic,Individual,2013,51116,28.9,800,5,2,1.45
Tata,Petrol,Automatic,Individual,2015,64133,26.7,1200,5,1,0.5
Mercedes,CNG,Automatic,Individual,2014,82338,18.7,800,5,4,1.81
Honda,Diesel,Automatic,Dealer,2018,193350,11.5,1200,7,1,0.5
Maruti,Diesel,Automatic,Trustmark Dealer,2020,172534,26.1,800,7,2,0.5
Toyota,Petrol,Automatic,Dealer,2012,195696,17.5,800,5,1,0.5
Audi,Diesel,Manual,Trustmark Dealer,2005,55141,16.6,1000,5,1,1.09
Volkswagen,Petrol,Automatic,Dealer,2016,90600,22.6,1800,5,2,0.5
Honda,Petrol,Automatic,Individual,2007,146727,24.7,2500,7,3,0.5
Audi,Petrol,Automatic,Dealer,2006,46864,9.4,1800,5,1,1.13
Volkswagen,Petrol,Automatic,Individual,2020,142482,24.9,1800,5,1,0.5
Mahindra,Electric,Manual,Trustmark Dealer,2008,196460,24.1,2500,7,2,0.5
Audi,Electric,Manual,Dealer,2006,106701,21.0,1800,7,2,0.5
Toyota,Petrol,Manual,Individual,2016,169750,15.4,800,5,1,0.5
Honda,Diesel,Manual,Individual,2021,27970,11.6,1800,5,2,1.53
BMW,Petrol,Automatic,Individual,2024,64951,10.3,800,5,1,3.69
Ford,Diesel,Manual,Trustmark Dealer,2014,154579,8.0,1200,5,1,0.5
Ford,CNG,Manual,Dealer,2024,197758,12.5,1500,4,1,0.5
Honda,Electric,Manual,Dealer,2012,154307,17.0,2500,8,2,0.5
Audi,Petrol,Manual,Dealer,2022,52683,13.4,2500,4,1,3.7
Volkswagen,Diesel,Automatic,Dealer,2022,126144,14.8,1500,4,1,0.5
Toyota,Petrol,Automatic,Dealer,2022,83399,16.6,1200,5,2,0.65
Mercedes,Electric,Manual,Individual,2006,115261,14.8,800,5,2,0.5
Ford,Petrol,Manual,Dealer,2016,97874,23.9,2500,5,2,0.5
Toyota,Diesel,Manual,Dealer,2014,145469,18.8,1800,5,1,0.5
Ford,Diesel,Manual,Dealer,2012,107330,8.4,1000,7,2,0.5
Mahindra,Diesel,Manual,Individual,2023,34655,13.0,800,5,3,0.5
Volkswagen,Petrol,Automatic,Individual,2014,70446,23.6,800,4,1,0.5
Mahindra,Electric,Manual,Dealer,2015,48639,14.6,2500,7,1,0.5
Ford,Petrol,Manual,Trustmark Dealer,2018,23830,28.2,1200,7,2,0.81
BMW,Diesel,Manual,Dealer,2019,13014,23.7,1200,4,2,5.63
BMW,Petrol,Automatic,Trustmark Dealer,2014,197803,14.4,1000,5,2,0.5
Mahindra,Petrol,Automatic,Individual,2008,179133,19.4,3000,7,2,0.5
BMW,Diesel,Automatic,Dealer,2011,73752,22.7,1800,5,1,2.29
Ford,Petrol,Manual,Individual,2015,157931,12.3,1500,5,2,0.5
Honda,Petrol,Automatic,Individual,2007,81758,13.4,3000,7,1,0.5
Mahindra,Petrol,Manual,Dealer,2009,154980,19.2,2000,5,1,0.5
Mercedes,Petrol,Manual,Trustmark Dealer,2006,164765,28.3,1800,5,3,0.5
Mercedes,Diesel,Manual,Dealer,2016,94418,15.6,1800,5,3,1.44
Hyundai,CNG,Manual,Dealer,2009,149675,16.8,2000,5,2,0.5
Audi,Petrol,Automatic,Dealer,2011,48702,12.2,2000,5,1,3.53
Volkswagen,Petrol,Automatic,Dealer,2008,154417,21.1,800,5,2,0.5
BMW,Petrol,Manual,Dealer,2015,27687,24.3,1000,6,2,3.76
BMW,Petrol,Automatic,Trustmark Dealer,2013,34581,17.7,2500,5,2,4.16
Audi,Diesel,Automatic,Dealer,2008,173465,24.5,800,4,2,0.5
Maruti,Diesel,Automatic,Dealer,2013,98733,14.7,3000,5,1,0.5
Tata,Petrol,Manual,Individual,2016,13292,23.6,1200,7,1,0.5
Mahindra,Petrol,Manual,Trustmark Dealer,2020,112809,13.7,3000,5,2,0.5
Kia,Petrol,Manual,Trustmark Dealer,2005,139520,25.2,2000,5,3,0.5
BMW,CNG,Automatic,Individual,2012,24628,26.3,1500,5,3,3.3
Volkswagen,Electric,Manual,Trustmark Dealer,2005,150750,25.5,2500,5,2,0.5
Hyundai,Petrol,Manual,Individual,2024,174887,12.7,1000,4,1,0.5
Mercedes,Petrol,Manual,Trustmark Dealer,2023,31477,23.3,2500,7,1,6.41
BMW,CNG,Manual,Individual,2008,58826,19.8,1000,8,1,1.2
Hyundai,Electric,Automatic,Dealer,2018,25010,29.7,1800,5,2,3.48
Ford,Petrol,Automatic,Dealer,2018,70146,16.0,3000,5,1,0.5
Ford,Petrol,Automatic,Individual,2013,63133,25.0,3000,7,2,0.5
Tata,Petrol,Automatic,Dealer,2013,45643,16.1,800,5,4,0.5
Honda,Diesel,Manual,Dealer,2021,102100,16.7,1800,7,1,0.5
Kia,Petrol,Manual,Individual,2019,125956,10.4,3000,4,1,0.5
Maruti,Petrol,Manual,Trustmark Dealer,2014,182759,13.3,1800,5,1,0.5
Tata,Diesel,Manual,Dealer,2021,184065,11.6,1000,8,1,0.5
Toyota,Petrol,Manual,Individual,2013,161150,11.5,1500,5,2,0.5
Maruti,Diesel,Automatic,Individual,2008,70708,8.2,1200,5,2,0.5
Mahindra,Petrol,Manual,Trustmark Dealer,2018,22270,25.5,1800,5,2,0.5
Volkswagen,Petrol,Automatic,Trustmark Dealer,2007,98644,18.3,2000,8,3,0.5
Toyota,Diesel,Manual,Individual,2016,86580,25.7,3000,5,1,0.5
Toyota,Petrol,Manual,Individual,2005,142335,21.5,1500,8,2,0.5
Tata,Electric,Manual,Dealer,2005,25752,26.3,2000,5,2,0.5
Audi,Diesel,Manual,Individual,2017,16621,19.1,1800,8,1,4.7
Honda,Petrol,Manual,Individual,2018,47369,10.1,1500,6,1,0.5
Audi,Diesel,Manual,Trustmark Dealer,2020,77592,21.6,800,5,2,1.88
Tata,Petrol,Manual,Individual,2011,65267,22.9,2000,7,1,0.5
Mahindra,Electric,Manual,Dealer,2014,91873,21.8,1200,5,3,0.5
Mercedes,Petrol,Manual,Individual,2019,129790,25.6,1000,8,1,1.54
BMW,Diesel,Automatic,Dealer,2012,19245,24.1,800,5,1,4.87
BMW,Petrol,Automatic,Dealer,2015,37676,17.5,3000,4,1,4.61
Honda,Petrol,Manual,Dealer,2018,118982,26.0,1800,5,2,0.5
Mahindra,CNG,Automatic,Dealer,2017,188576,23.2,1800,5,1,0.5
Honda,CNG,Automatic,Individual,2017,137424,10.6,1200,7,1,0.5
Hyundai,Petrol,Automatic,Dealer,2013,10243,19.9,3000,7,1,2.36
Audi,Petrol,Manual,Dealer,2021,181405,24.0,2500,5,1,0.5
BMW,CNG,Manual,Trustmark Dealer,2022,64484,20.2,2500,5,1,3.09
Toyota,Electric,Automatic,Dealer,2023,89926,28.9,2000,5,1,2.29
Audi,Petrol,Manual,Dealer,2017,98730,10.2,2000,7,2,0.73
